
Country Name En,Unit Name,2023,2023 Flag,2022,2022 Flag,2021,2021 Flag,2020,2020 Flag,2019,2019 Flag,2018,2018 Flag,2017,2017 Flag,2016,2016 Flag,2015,2015 Flag,2014,2014 Flag,2013,2013 Flag,2012,2012 Flag,2011,2011 Flag,2010,2010 Flag,2009,2009 Flag,2008,2008 Flag,2007,2007 Flag,2006,2006 Flag,2005,2005 Flag,2004,2004 Flag,2003,2003 Flag,2002,2002 Flag,2001,2001 Flag,2000,2000 Flag,1999,1999 Flag,1998,1998 Flag,1997,1997 Flag,1996,1996 Flag,1995,1995 Flag,1994,1994 Flag,1993,1993 Flag,1992,1992 Flag,1991,1991 Flag,1990,1990 Flag,1989,1989 Flag,1988,1988 Flag,1987,1987 Flag,1986,1986 Flag,1985,1985 Flag,1984,1984 Flag,1983,1983 Flag,1982,1982 Flag,1981,1981 Flag,1980,1980 Flag,1979,1979 Flag,1978,1978 Flag,1977,1977 Flag,1976,1976 Flag,1975,1975 Flag,1974,1974 Flag,1973,1973 Flag,1972,1972 Flag,1971,1971 Flag,1970,1970 Flag,1969,1969 Flag,1968,1968 Flag,1967,1967 Flag,1966,1966 Flag,1965,1965 Flag,1964,1964 Flag,1963,1963 Flag,1962,1962 Flag,1961,1961 Flag,1960,1960 Flag,1959,1959 Flag,1958,1958 Flag,1957,1957 Flag,1956,1956 Flag,1955,1955 Flag,1954,1954 Flag,1953,1953 Flag,1952,1952 Flag,1951,1951 Flag,1950,1950 Flag
Qatar,Tonnes - live weight,69.32,A,97.845,A,113.9,A,22.8,A,22,A,10,A,10,A,10,A,10,A,56,A,56,A,36,A,36,A,36,A,36,A,36,A,36,A,36,A,11,A,0,N,0,N,0,N,1,A,0,A,0,A,0,A,2,A,1,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Republic of Korea,Tonnes - live weight,2304411.151,A,2313068.640,A,2435492.669,A,2334163.180,A,2399720,A,2278770,E,2334719,A,1859220,A,1676485,A,1567442,A,1533446,A,1509226,A,1499335,A,1377233,A,1331719,A,1394818,A,1399075,A,1279163,A,1057725,A,952856,A,839845,A,794340,A,668022,A,667883,A,777711,A,796632,A,1040210,A,897041,A,1017254,A,1092988,A,1056503,A,955477,A,787977,A,788565,A,858573,A,898649,A,875568,A,952388,A,790769,A,679342,A,645426,A,603311,A,704890,A,545133,A,484844,A,395177,A,493461,A,412663,A,352495,A,343865,A,265546,A,163955,A,151885,A,124058,A,80605,E,105769,E,96450,E,91626,E,73350,E,72557,E,80479,E,23901,E,17404,E,18637,E,16179,E,14641,E,9636,E,7905,E,5502,E,4889,E,4029,E,3510,E,2802,E,2400,E
Republic of Moldova,Tonnes - live weight,14245,A,12910,E,12905,A,12600,E,12680.0,E,12610.0,A,12163.0,A,12091.4,A,11246.05,A,11080,A,9080,E,9080,E,9000,E,8800,E,8200,E,7800,E,7500,E,6800,E,6300,E,5650,E,3408,A,2335,A,1709,A,1710,E,815,A,1129,A,1202,A,1067,A,1401,A,1212,A,2275,A,2935,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Réunion,Tonnes - live weight,70,E,65,E,67.5,E,38,E,38,E,33,E,33,E,65,E,65,E,65,E,90,E,115,E,115,E,150,E,144,E,160,E,160,E,161,A,161,A,107,A,121,A,110,A,130,A,142,A,138,A,124,A,134,A,4,A,4,A,9,A,13,A,23,A,33,A,32,A,40,A,33,A,57,A,53,A,46,A,30,A,31,A,33,A,8,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romania,Tonnes - live weight,11264.30,A,11210.78,A,11714,A,12371,A,12847.787,A,12298.45,A,12798.20,A,12574.03,A,11041.748,A,10679.98,A,10146,A,10004,A,8353.270,A,8981.32,A,13131,A,12532,A,10312,A,8088,A,7284,A,8137,A,9042,A,9248,A,10818,A,9727,A,8998,A,9614,A,11168,A,13900,E,19830,E,20400,E,21100,E,24620,E,29530,E,34950,E,47260,E,50680,A,40183,A,47544,A,42414,A,45116,A,32217,E,43661,E,39016,E,34676,E,34551,E,35330,A,35142,A,37373,A,32316,A,33544,A,27850,A,28710,A,22000,A,18850,A,15400,E,14400,A,17900,A,14300,A,13850,A,14010,A,13500,A,13700,A,14400,E,13700,E,11200,E,12200,E,16200,E,10700,E,9400,E,8000,E,10300,E,8000,E,6350,E,5500,E
Russian Federation,Tonnes - live weight,365269,A,348187,A,319342,A,291194,A,248293,A,204032,A,186547,A,173981,A,154050,A,163600,A,155540,A,146455,A,129651,A,120998,A,117310,A,115680,A,105803,A,106343,A,114997,A,110018,A,108751,A,101483,A,90449,A,77132,A,71595,A,66230,A,59766,A,53309,A,68578,A,77956,A,92866,A,104999,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rwanda,Tonnes - live weight,7302,E,6202,E,5803.3,E,4928.6,E,3852.0,A,3559,A,3359,E,1582,A,1622.2,A,1506,A,1165.2,A,505.98,A,265.33,E,100.3,E,60.3,A,60.25,A,60.2,A,30.2,E,34.15,E,386,A,1027,A,612,E,435,A,270,A,300,A,128,A,118,E,100,E,79,E,60,E,53,E,53,A,58,A,164,A,44,A,38,A,64,A,61,A,39,A,39,A,36,A,30,E,27,E,23,E,20,E,18,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Kitts and Nevis,Tonnes - live weight,4.0,E,4.0,E,3.5,E,3.5,E,2.5,E,2.5,E,2.0,E,1,A,1.5,A,1.2,E,1,E,1,E,1,A,1,E,1,E,1,E,1,E,1,E,1,E,1,E,1,E,1,E,1,E,1,E,1,E,0,A,0,A,0,A,0,A,0,A,0,A,0,A,3,E,3,E,3,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Lucia,Tonnes - live weight,157.32,A,209.43,A,210.72,A,91.89,A,119.722,A,60,E,27.45,E,32.44,A,26.1,A,36.2,A,44.3,A,27.9,A,21.8,A,20.9,A,12.36,A,7.04,A,10.39,A,10.243,A,15,A,6,A,22,E,18,A,29,A,1,A,137,A,2,A,3,A,12,E,11,E,11,E,9,A,21,E,40,E,40,E,40,E,35,A,100,E,100,E,100,E,0,N,0,N,0,N,0,N,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Pierre and Miquelon,Tonnes - live weight,0,A,0,A,0,A,0,A,0,A,49,A,88,A,3,E,3,E,59,A,5,E,3,E,2,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Vincent and the Grenadines,Tonnes - live weight,13,E,13,E,13,E,13.07,A,0.24,A,1,A,1.1,A,1.4,A,1.4,A,1.4,A,0.5,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samoa,Tonnes - live weight,13.254,A,10,E,10,E,10.014,E,15.3,E,14.929,A,12.12,A,12,E,13.34,A,5.562,A,3.729,A,4.6,A,5,E,5,E,5,E,3,E,3,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,1,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A
Saudi Arabia,Tonnes - live weight,138823,A,119844.7,A,114489.66,A,99906.600,A,75562.80,A,72025,E,55025,E,39945,A,30000,A,23880,A,9266,A,12737,A,16076,A,26374,A,26441.85,A,22340,A,18410.4,A,15586,A,14375,A,11172,A,11824,A,6744,A,8218,A,6004,A,5620,A,5101,A,4690,A,3835,A,2696,A,2235,A,2503,A,2380,A,2153,A,1988,A,1240,A,331,A,140,A,28,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A
Senegal,Tonnes - live weight,3801.1,A,1739.1,A,1220.5,E,1110.0,A,1010,A,1108,A,1010.7,A,2078.83,A,1212.5,A,1012,A,706.8,A,399.3,A,334.665,A,79.6,A,71,A,54,A,45,E,45,E,54,E,52,A,98,A,109,A,105,A,104,A,155,A,23,E,74,A,78,A,60,A,42,A,26,A,11,A,12,A,7,A,11,A,43,A,34,A,34,A,36,A,39,A,0,A,124,A,136,A,149,A,92,A,123,A,146,A,81,A,66,A,98,A,200,A,200,A,100,A,100,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,Tonnes - live weight,5806.37,A,5776.47,A,7307.89,A,6010.26,A,6806.77,A,7338.70,A,5069.65,A,6877.66,A,7387.00,A,7168.37,A,5935.54,A,7661.19,A,7628.95,A,8195.33,A,7440.44,A,7533.72,A,6608.80,A,5013.05,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia and Montenegro [former],Tonnes - live weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4554,E,4616,A,3194,A,3326,A,3536,A,3714,A,4406,A,8319,A,3490,A,2863,A,2404,A,2583,A,2381,A,2301,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,Tonnes - live weight,28.8,A,0,A,0,A,0,A,0,A,0,A,0.1,A,0,A,0.1,A,0.1,A,0,A,0,A,0,A,0,A,0,A,289,A,368,A,704,A,772,A,1175,A,1084,A,234,A,282,A,425,A,227,A,649,A,584,A,278,A,195,A,164,A,100,A,50,A,12,A,15,A,7,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sierra Leone,Tonnes - live weight,185,E,160,E,135,E,115,E,100,E,100,E,85,E,85,E,85,E,75,E,75,E,75,E,75,E,75,E,75,E,50,E,50,E,30,E,30,E,30,E,30,E,30,E,30,E,30,E,30,E,30,E,30,E,30,E,25,E,25,E,15,E,20,E,20,E,20,E,20,E,20,A,18,A,14,A,9,A,7,A,4,A,3,A,2,A,2,A,1,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore,Tonnes - live weight,4207.03,A,4745.21,A,5243.564,A,4828.849,A,5831.350,A,5701.649,A,5833.770,A,6112.361,A,6896.294,A,5262.323,A,5566.111,A,4232.331,A,4335.794,A,3498.87,A,3567,A,3518,A,4503,A,8573,A,5917,A,5406,A,5024,A,5027,A,4443,A,5112,A,4029,A,3706,A,4088,A,3567,A,3625,A,2360,A,2350,A,2350,A,2000,A,1857,A,1965,A,1969,A,1855,A,1330,A,1225,A,1149,A,1497,A,1126,A,279,A,91,A,103,A,96,A,52,A,107,A,38,A,40,E,140,A,135,A,30,E,10,E,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A
Slovakia,Tonnes - live weight,2768.0,A,2614,E,2514,E,2296.0,A,2687.54,A,2224.41,A,2646.264,A,2168.65,A,1308.63,A,1230.66,A,1106.2,A,1310.56,A,834.5,A,702.4,A,834.9,A,1071,A,1199,A,1263,A,955,A,1180,A,881,A,829,A,999,A,887,A,872,A,648,A,1254,A,954,A,1617,A,1861,A,1588,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,Tonnes - live weight,1138.80,A,1643.7,A,1685.9,A,1672.6,A,2143.9,A,1943.5,A,1750.1,A,1858.7,A,1617.2,A,1396.3,A,1225.7,A,1154.3,A,1396.6,A,778.4,A,1306.6,A,1315,A,1352,A,1369,A,1346,A,1571,A,1353,A,1289,A,1262,A,1181,A,1206,A,909,A,917,A,869,A,789,A,787,A,718,A,868,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solomon Islands,Tonnes - live weight,710.128,A,11879.3,A,12463.74,A,5507,E,5607,E,5526.5,A,4786.5,A,10586.5,A,12203,E,12165.4,A,11815,A,6992.4,A,7218.6,A,7105,A,4029.8,A,1160.2,A,866.6,A,1353.6,A,2608.8,A,1711.2,A,400,A,6,A,15,E,15,E,13,E,13,E,13,E,13,E,13,E,13,A,10,E,8,E,6,A,5,A,3,A,5,A,6,A,0,N,0,N,28,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,Tonnes - live weight,8660.82,A,11355.02,A,10346.65,A,9753.01,A,9224.32,A,7991.55,A,6338.32,A,8094.27,E,6730.4,E,7222,E,6613,E,5926.53,E,5343.28,E,5147.6,E,4982,E,5421,E,5669,E,6037,E,5895,A,5954,A,6602,A,4105,E,2830,A,2819,A,4148,A,5088,A,4196,A,3013,A,3530,A,4429,A,4021,A,4288,A,4882,A,3613,A,2037,A,1376,A,1096,E,789,E,615,E,366,E,6,A,10,A,11,A,13,A,14,A,14,A,12,A,9,A,9,A,9,A,0,A,0,A,0,A,0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Sudan,Tonnes - live weight,50,E,47,E,45,E,40,E,35,E,30,E,27,E,24,E,20,E,20,E,20,E,20,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,Tonnes - live weight,243109.496,A,273065.807,A,276907.049,A,273626.851,A,308041.770,A,353903.01,A,315143.023,E,287484.081,A,293571.976,A,285009.863,A,226307.638,A,266595.676,A,274253.823,A,253785.65,A,268567.364,A,252291.24,A,284985.4,A,294891.2,A,222029,A,298981,A,268279,A,254949,A,309091,A,309229,A,318469,A,313908,A,239169,A,231633,A,223965,A,177940,A,126130,A,168759,A,224971,A,203766,A,222924,A,271403,A,270734,A,268449,A,266608,A,247426,A,229310,A,225730,A,215150,A,205638,A,206760,E,235500,A,193768,E,186900,E,168312,A,173927,E,166900,E,164300,E,146700,A,156200,A,95800,A,69700,A,52000,A,65300,A,66900,A,65200,A,64200,A,56600,A,8000,A,6300,A,6000,A,5000,A,4700,A,5700,A,4700,A,2400,A,2200,A,2400,A,2800,A,2100,A
Sri Lanka,Tonnes - live weight,60888,A,59080.29,A,50977.226,A,42118.9,A,34087.49,A,30921.46,A,28756.16,A,30974.22,A,36037.75,A,34220.3,A,30881.3,A,8839.756,A,11912.222,A,8058.14,A,7548.679,A,7474,A,8233,A,5652,A,4304,A,4003,A,3462,A,2651,A,3610,A,4420,A,3900,A,6570,A,3680,A,3632,A,3359,A,3130,E,2530,E,2030,E,1530,E,1030,E,730,E,699,E,530,E,430,A,280,A,40,E,70,E,56,E,47,E,31,E,27,E,24,E,20,E,20,E,20,E,20,E,20,E,10,E,5,E,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A
Sudan,Tonnes - live weight,5500,E,6500,E,6500,E,6500,E,6500,E,6500,E,6500,E,6000,A,7000,A,6000,A,6500,A,7500,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan [former],Tonnes - live weight,,,,,,,,,,,,,,,0,A,0,A,0,A,0,A,0,A,2000,E,2000,E,2000,E,1800,E,1950,A,1600,E,1600,E,1600,E,1600,E,1600,A,1000,A,1000,A,1000,A,1000,A,1000,A,1000,E,1000,A,200,A,200,A,200,A,203,A,234,A,100,E,45,A,43,A,41,A,30,A,10,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suriname,Tonnes - live weight,45,E,45,E,40,E,37,E,69.5,A,72.4,A,106.75,A,102.1,A,122.17,A,82.82,A,78.7,A,74.2,A,96.0,A,71.1,A,41.16,A,74.4,A,118.3,A,180,A,242,A,288,A,260,A,422,A,422,A,345,A,200,E,106,A,1,E,1,E,1,E,1,A,3,E,3,E,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A
Sweden,Tonnes - live weight,11425.2,A,11327.2,A,15403,A,12190.3,A,11579.3,A,13095,A,14793,A,15747,A,12020,A,12899,A,13366,A,13757,A,13441,A,10644,A,8540,A,7595,A,5365,A,7549,A,5880,A,5989,A,6334,A,5618,A,6773,A,4834,A,6004,A,5476,A,6683,A,8244,A,7554,A,7410,A,5904,A,7119,A,7984,A,9124,A,7914,A,8287,A,7288,A,4346,A,3081,A,3265,A,3227,A,3998,A,2607,A,822,E,721,E,640,E,548,E,489,E,420,E,392,E,287,E,244,E,307,E,373,E,544,A,619,A,597,A,778,A,562,A,649,A,838,A,828,A,511,A,510,A,604,A,500,A,400,A,400,A,300,A,300,A,300,A,600,A,500,A,500,A
Switzerland,Tonnes - live weight,2500,E,2500,E,2364,A,2358.1,A,2358.1,A,1843,A,1733,A,1733,A,1593,A,1593,A,1593,A,1471,A,1466,A,1261,A,1249,A,1216,A,1216,A,1214,A,1214,A,1205,A,1100,A,1135,A,1135,A,1100,A,1135,A,1150,A,1150,A,1161,A,1161,A,1235,A,1135,A,1230,A,1230,A,1070,A,1180,A,254,A,252,A,271,A,270,A,272,A,250,E,220,E,200,E,170,E,130,E,90,E,60,E,40,E,25,E,15,E,10,E,5,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Syrian Arab Republic,Tonnes - live weight,1655,E,1755,E,1805,E,1855,E,2150,E,2225,E,2350,E,2500,E,2500,E,3000,E,4000,E,6200,E,7500,E,8610,A,8697,A,8595,A,8425,A,8902,A,8533,A,8692,A,7217,A,5988,A,5880,A,6797,A,6079,A,7233,A,5596,A,6355,A,5857,A,4521,E,4635,E,5116,E,3169,E,2729,A,2662,E,3040,E,1982,E,2573,E,2810,E,2055,E,1375,A,1122,E,816,E,509,E,230,E,163,E,120,E,70,E,30,E,20,E,20,E,15,E,10,E,8,E,4,E,1,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan Province of China,Tonnes - live weight,267435.286,A,264270.862,A,274805.603,A,278519.175,A,292494.472,A,284392.257,A,283034.921,A,255276.160,A,313520.436,A,339175.962,A,351663.913,A,347905,A,319245.385,A,315225.6,A,290856,A,330861,A,325019,A,316166,A,307231,A,327509,A,363865,A,347002,A,315060,A,257570,A,263059,A,255205,A,270112,A,272336,A,286488,A,287823,A,285141,A,261006,A,291844,A,344008,A,249743,A,300975,A,305429,A,266111,A,250830,A,245080,A,240773,A,216435,A,201926,A,173547,A,183678,A,163991,A,139627,A,135454,A,127494,A,113374,A,107412,A,81279,A,77746,A,72618,A,56651,E,56569,A,56165,A,58493,A,54157,A,55695,E,49971,A,48874,E,57322,A,48742,E,46362,E,47791,A,45433,A,42843,A,45566,A,41492,A,38299,A,32637,E,27075,A,26099,A
Tajikistan,Tonnes - live weight,2348,E,2248,E,2039,E,775,E,736,E,512,E,470,E,439,E,450,E,443.6,E,403.9,A,274.8,A,537.0,E,517.2,A,255.1,A,26,A,26,E,26,E,26,E,26,A,167,A,143,A,99,A,86,A,74,A,81,A,71,A,93,A,284,A,980,A,2462,A,1874,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thailand,Tonnes - live weight,1001222,A,1001024,A,990854.00,A,1011538.0,A,963266.54,A,921313.13,A,894974,A,963573,A,921023,A,898564.86,A,998117,A,1272700,A,1202005.43,A,1286122,A,1416668,A,1330861,A,1370456,A,1354297,A,1304232,A,1259984,A,1064406,A,954608,A,814121,A,738155,A,693762,A,594579,A,539817,A,556155,A,559504,A,509800,A,457314,A,370974,A,353333,A,291719,A,260191,A,218191,A,151656,A,134063,A,135840,A,111932,A,99978,A,86643,A,129097,A,95966,A,118363,A,130775,A,150858,A,125100,A,80821,A,47884,E,42574,E,52748,E,89384,E,80876,A,72390,A,63673,E,54769,E,51800,E,42112,E,40474,E,39525,E,41893,E,41436,E,31545,E,30567,E,28958,E,30161,E,28141,E,27564,E,27284,E,25809,E,26233,E,23177,E,24078,E
Timor-Leste,Tonnes - live weight,1165,E,1125,E,1091,E,1060,E,1018,E,981,E,993,E,823,E,771,E,949,E,1229,E,509,E,394,E,1594,E,531,E,479,E,402,E,23,E,22,E,15,E,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A
Togo,Tonnes - live weight,1568,E,1151,A,882,A,730,A,1000,A,290,A,132,A,98,A,58,A,25,A,23,A,20,A,20,E,100,A,107,A,107,A,50,E,50,E,50,E,35,E,30,E,30,E,20,E,20,E,20,E,25,A,20,A,21,A,20,A,150,A,150,A,150,A,22,A,22,A,14,A,14,A,14,A,14,A,30,A,40,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tonga,Tonnes - live weight,100,E,100,E,100,E,105.2,E,90,E,80,E,70,E,21.03,A,57.405,A,87.31,A,132.04,A,300,E,300.3,E,300.3,E,300.2,E,302.61,E,5.5,E,5,A,81,A,33,A,72,A,67,A,70,A,77,E,4,A,6,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trinidad and Tobago,Tonnes - live weight,5.5,A,7.4,A,18.2,A,4.2,A,54,A,7.45,A,7.45,A,11.1,A,23.8,A,5.45,A,7.55,A,6.55,A,5.75,A,13.5,A,27.36,A,12.69,A,19.30,A,25.5,E,25.5,E,25.5,E,7,E,7,E,7,A,22,A,13,A,13,E,13,E,15,E,15,E,4,E,4,E,3,E,3,A,2,E,2,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tunisia,Tonnes - live weight,21279.071,A,20926.057,A,26099.185,A,23631.1,A,24223.2,A,21826.2,A,21933,A,16153,A,14584,A,11663,A,11935,A,9197,A,7234,A,5447,A,4544,A,4049,A,3662,A,2855,A,2603,A,2308,A,2086,A,1980,A,1868,A,1554,A,1095,A,1842,A,1875,A,1351,A,960,A,1137,A,801,A,859,A,778,E,1023,A,820,E,993,A,212,A,182,A,147,A,116,A,160,E,117,E,72,E,56,E,41,E,28,E,17,E,9,E,2,E,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A
Türkiye,Tonnes - live weight,556296,A,514823,A,471686,A,421411,A,373356,A,314537,A,276502,A,253395,A,240334,A,235133,A,233863.6,A,212805,A,188890,A,167721,A,159639,A,152896,A,140743,A,129333,A,119567,A,94450,A,79943,A,61165,A,67244,A,79031,A,63000,A,56700,A,45450,A,33201,A,21607,A,15998,A,12438,A,9085,A,7835,A,5782,A,4354,A,4100,A,3300,A,3075,A,2700,E,2226,A,1970,E,1740,E,1540,E,1370,E,1220,E,1090,E,970,E,860,E,770,E,680,E,600,E,530,E,470,E,400,E,350,E,310,E,250,E,220,E,180,E,150,E,120,E,100,E,80,E,60,E,50,E,40,E,30,E,20,E,10,E,10,E,0,A,0,A,0,A,0,A
Turkmenistan,Tonnes - live weight,180,E,175,E,160,E,150,E,140,E,120,E,80,E,75,E,50,E,50,E,30,E,26,E,26,E,26,E,26,E,26,E,26,E,26,E,26,E,16,A,24,A,38,A,43,A,68,A,73,A,559,A,605,A,307,A,1669,A,2125,A,2163,A,1950,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turks and Caicos Islands,Tonnes - live weight,0,A,0,A,0,A,0,A,0,A,0.5,E,0.5,E,0.5,E,0.5,E,0.5,E,0.5,E,0.5,E,0.5,E,0.5,E,0.2,A,0,A,0,A,4,A,4,A,4,A,25,A,30,A,20,E,15,E,10,E,4,E,4,E,3,E,5,E,1,E,1,A,2,A,2,A,5,E,10,E,100,E,360,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuvalu,Tonnes - live weight,0.25,A,0,A,0.2,A,0.4,A,0.4,A,0.4,A,1,A,1,A,2.5,E,2.5,E,2.5,E,2.5,E,2.5,A,2.5,A,2.5,A,,,1,E,1,E,1,A,1,A,5,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
